Level,Next_Level_Required_EXP,Divided_by_20,Cumulative_EXP
1911,1180605530,59030276.5,1.37886E+11
1912,1190714071,59535703.5,1.39067E+11
1913,1200909163,60045458.1,1.40258E+11
1914,1211191547,60559577.4,1.41459E+11
1915,1221561970,61078098.5,1.4267E+11
1916,1232021187,61601059.4,1.43891E+11
1917,1242569958,62128497.9,1.45123E+11
1918,1253209048,62660452.4,1.46366E+11
1919,1263939233,63196961.6,1.47619E+11
1920,1274761291,63738064.5,1.48883E+11
1921,1285676009,64283800.5,1.50158E+11
1922,1296684181,64834209,1.51443E+11
1923,1307786606,65389330.3,1.5274E+11
1924,1318984093,65949204.6,1.54048E+11
1925,1330277454,66513872.7,1.55367E+11
1926,1341667511,67083375.5,1.56697E+11
1927,1353155091,67657754.5,1.58039E+11
1928,1364741030,68237051.5,1.59392E+11
1929,1376426170,68821308.5,1.60757E+11
1930,1388211360,69410568,1.62133E+11
1931,1400097456,70004872.8,1.63521E+11
1932,1412085324,70604266.2,1.64921E+11
1933,1424175833,71208791.7,1.66334E+11
1934,1436369864,71818493.2,1.67758E+11
1935,1448668301,72433415,1.69194E+11
1936,1461072040,73053602,1.70643E+11
1937,1473581982,73679099.1,1.72104E+11
1938,1486199036,74309951.8,1.73577E+11
1939,1498924120,74946206,1.75064E+11
1940,1511758157,75587907.8,1.76563E+11
1941,1524702082,76235104.1,1.78074E+11
1942,1537756835,76887841.8,1.79599E+11
1943,1550923365,77546168.2,1.81137E+11
1944,1564202629,78210131.5,1.82688E+11
1945,1577595592,78879779.6,1.84252E+11
1946,1591103228,79555161.4,1.8583E+11
1947,1604726518,80236325.9,1.87421E+11
1948,1618466454,80923322.7,1.89025E+11
1949,1632324033,81616201.7,1.90644E+11
1950,1646300263,82315013.2,1.92276E+11
1951,1660396159,83019808,1.93922E+11
1952,1674612748,83730637.4,1.95583E+11
1953,1688951061,84447553,1.97257E+11
1954,1703412140,85170607,1.98946E+11
1955,1717997039,85899852,2.0065E+11
1956,1732706815,86635340.8,2.02368E+11
1957,1747542539,87377127,2.04101E+11
1958,1762505289,88125264.5,2.05848E+11
1959,1777596152,88879807.6,2.07611E+11
1960,1792816226,89640811.3,2.09388E+11
1961,1808166617,90408330.8,2.11181E+11
1962,1823648441,91182422,2.12989E+11
1963,1839262822,91963141.1,2.14813E+11
1964,1855010896,92750544.8,2.16652E+11
1965,1870893808,93544690.4,2.18507E+11
1966,1886912712,94345635.6,2.20378E+11
1967,1903068773,95153438.7,2.22265E+11
1968,1919363164,95968158.2,2.24168E+11
1969,1935797071,96789853.5,2.26087E+11
1970,1952371687,97618584.3,2.28023E+11
1971,1969088219,98454411,2.29975E+11
1972,1985947879,99297394,2.31945E+11
1973,2002951896,100147594.8,2.3393E+11
1974,2020101503,101005075.2,2.35933E+11
1975,2037397948,101869897.4,2.37954E+11
1976,2054842488,102742124.4,2.39991E+11
1977,2072436391,103621819.5,2.42046E+11
1978,2090180937,104509046.8,2.44118E+11
1979,2108077413,105403870.7,2.46208E+11
1980,2126127123,106306356.2,2.48316E+11
1981,2144331377,107216568.8,2.50443E+11
1982,2162691499,108134575,2.52587E+11
1983,2181208823,109060441.2,2.5475E+11
1984,2199884696,109994234.8,2.56931E+11
1985,2218720475,110936023.8,2.59131E+11
1986,2237717529,111885876.5,2.61349E+11
1987,2256877239,112843862,2.63587E+11
1988,2276200997,113810049.8,2.65844E+11
1989,2295690209,114784510.5,2.6812E+11
1990,2315346290,115767314.5,2.70416E+11
1991,2335170670,116758533.5,2.72731E+11
1992,2355164790,117758239.5,2.75066E+11
1993,2375330103,118766505.2,2.77422E+11
1994,2395668074,119783403.7,2.79797E+11
1995,2416180183,120809009.2,2.82193E+11
1996,2436867919,121843396,2.84609E+11
1997,2457732788,122886639.4,2.87046E+11
1998,2478776305,123938815.2,2.89503E+11
1999,2500000000,125000000,2.91982E+11
2000,0,0,2.94482E+11
